id,season,name,position,age,height,weight,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,timeOnIcePerGame,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame,ot,shutouts,wins,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,gamesStarted,shotsAgainst,goalsAgainst,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,ties
8475772,20182019,Riley Sheahan,C,26,"6' 2""",214,1103:51:00,10,9,17,110,82,72,0,0,4:10,936:24:00,17,52.32,8.18,2,0,1,2,163:17:00,44,-9,19,1627,13:27,11:25,1:59,0:03,,,,,,,,,,,,,,,,,,,,
8475796,20182019,Mark Pysyk,D,26,"6' 1""",205,1278:50:00,10,1,26,64,70,133,0,0,3:30,1152:57:00,26,0,1.56,0,0,0,1,122:23:00,89,-1,11,1798,18:16,16:28,1:44,0:03,,,,,,,,,,,,,,,,,,,,
8476389,20182019,Vincent Trocheck,C,24,"5' 11""",184,1081:16:00,24,10,54,158,55,112,3,13,135:31:00,855:35:00,54,51.82,6.33,1,0,1,1,90:10:00,42,-9,34,1366,19:39,15:33,1:38,2:27,,,,,,,,,,,,,,,,,,,,
8476456,20182019,Jonathan Huberdeau,C,24,"6' 1""",200,1545:59:00,62,30,40,226,82,57,11,34,279:58:00,1252:01:00,40,63.15,13.27,5,0,0,0,14:00,45,-14,92,1846,18:51,15:16,0:10,3:24,,,,,,,,,,,,,,,,,,,,
8476875,20182019,Mike Matheson,D,23,"6' 2""",193,1673:51:00,19,8,44,129,75,63,0,6,59:56:00,1434:12:00,44,0,6.2,2,1,0,2,179:43:00,132,-24,27,2126,22:19,19:07,2:23,0:47,,,,,,,,,,,,,,,,,,,,
8477346,20182019,MacKenzie Weegar,D,24,"6' 0""",206,1085:51:00,11,4,64,79,64,127,0,1,18:37,974:50:00,64,100,5.06,2,0,0,0,92:24:00,103,-3,15,1471,16:57,15:13,1:26,0:17,,,,,,,,,,,,,,,,,,,,
8477384,20182019,Josh Brown,D,24,"6' 5""",220,492:07:00,1,1,28,28,37,80,0,0,1:08,460:46:00,28,0,3.57,0,0,0,0,30:13:00,31,-3,2,723,13:18,12:27,0:49,0:01,,,,,,,,,,,,,,,,,,,,
8477452,20182019,Ian McCoshen,D,22,"6' 3""",218,253:04:00,1,1,8,15,19,41,0,0,0:09,234:06:00,8,0,6.67,0,0,0,0,18:49,13,-2,2,350,13:19,12:19,0:59,0:00,,,,,,,,,,,,,,,,,,,,
8477493,20182019,Aleksander Barkov,C,22,"6' 3""",215,1833:01:00,61,35,8,206,82,28,13,31,288:19:00,1375:06:00,8,53.68,16.99,5,2,0,1,169:36:00,61,-3,96,2218,22:21,16:46,2:04,3:30,,,,,,,,,,,,,,,,,,,,
8477932,20182019,Aaron Ekblad,D,21,"6' 4""",215,1938:49:00,24,13,47,180,82,114,5,10,139:17:00,1610:48:00,47,0,7.22,1,1,0,0,188:44:00,88,1,37,2468,23:38,19:38,2:18,1:41,,,,,,,,,,,,,,,,,,,,
8477955,20182019,Jared McCann,LW,21,"6' 1""",191,1133:00:00,16,19,31,150,78,77,1,3,63:30:00,977:31:00,31,46.21,12.67,2,0,4,4,91:59:00,51,-1,35,1696,14:31,12:31,1:10,0:48,,,,,,,,,,,,,,,,,,,,
8477963,20182019,Jayce Hawryluk,RW,22,"5' 11""",196,396:06:00,5,7,16,35,42,101,0,1,5:53,390:13:00,16,73.68,20,0,0,0,0,0:00,25,-8,12,588,9:25,9:17,0:00,0:08,,,,,,,,,,,,,,,,,,,,
8477996,20182019,Juho Lammikko,LW,22,"6' 2""",191,437:16:00,6,0,6,39,40,45,0,0,3:02,365:11:00,6,42.77,0,0,0,0,1,69:03:00,21,-7,6,665,10:55,9:07,1:43,0:04,,,,,,,,,,,,,,,,,,,,
8478211,20182019,Dryden Hunt,LW,22,"6' 0""",193,342:56:00,7,3,8,53,31,65,0,0,2:00,340:27:00,8,0,5.66,0,0,0,0,0:29,9,0,10,469,11:03,10:58,0:00,0:03,,,,,,,,,,,,,,,,,,,,
8478366,20182019,Frank Vatrano,RW,23,"5' 11""",197,1187:39:00,15,24,38,208,81,139,2,8,134:48:00,1051:01:00,38,39.47,11.54,1,0,0,0,1:50,74,-10,39,1620,14:39,12:58,0:01,1:39,,,,,,,,,,,,,,,,,,,,
8478843,20182019,Denis Malgin,C,21,"5' 9""",182,644:28:00,9,7,14,66,50,40,0,1,25:14:00,592:05:00,14,39.13,10.61,0,0,0,0,27:09:00,21,-10,16,944,12:53,11:50,0:32,0:30,,,,,,,,,,,,,,,,,,,,
8479388,20182019,Riley Stillman,D,19,"6' 1""",196,11:22,0,0,2,1,1,5,0,0,0:00,11:22,2,0,0,0,0,0,0,0:00,0,0,0,19,11:22,11:22,0:00,0:00,,,,,,,,,,,,,,,,,,,,
8479404,20182019,Henrik Borgstrom,C,20,"6' 3""",199,600:09:00,10,8,4,54,50,11,3,7,55:37:00,543:30:00,4,40.74,14.81,0,0,0,0,1:02,12,-14,18,852,12:00,10:52,0:01,1:06,,,,,,,,,,,,,,,,,,,,
8479439,20182019,Jacob MacDonald,D,24,"6' 0""",204,24:06:00,0,1,0,1,2,1,0,0,1:20,22:46,0,0,100,0,0,0,0,0:00,1,1,1,33,12:03,11:23,0:00,0:40,,,,,,,,,,,,,,,,,,,,
8479447,20182019,Anthony Greco,RW,24,"5' 10""",179,9:30,0,0,0,2,1,0,0,0,0:00,9:30,0,0,0,0,0,0,0,0:00,0,-3,0,16,9:30,9:30,0:00,0:00,,,,,,,,,,,,,,,,,,,,
8479553,20182019,Maxim Mamin,C,23,"6' 2""",206,51:26:00,0,0,5,8,7,10,0,0,0:27,50:59:00,5,0,0,0,0,0,0,0:00,1,-2,0,79,7:20,7:17,0:00,0:03,,,,,,,,,,,,,,,,,,,,
8480955,20182019,Bogdan Kiselevich,D,27,"6' 0""",202,475:20:00,8,0,12,14,32,49,0,0,0:18,448:54:00,12,0,0,0,0,0,0,26:08:00,21,-3,8,628,14:51,14:01,0:49,0:00,,,,,,,,,,,,,,,,,,,,
8481442,20182019,Brady Keeper,D,21,"6' 2""",197,12:40,0,0,0,1,1,2,0,0,0:00,12:40,0,0,0,0,0,0,0,0:00,1,1,0,18,12:40,12:40,0:00,0:00,,,,,,,,,,,,,,,,,,,,
8466141,20182019,Roberto Luongo,G,38,"6' 3""",215,2346:38:00,,,,,43,,,,,,,,,,,,,,,,,,54:34:00,,,,5,1,18,16,1083,96,33,954,42,1053,110,0.898755,3.119362,40,1205,122,87.27272727,78.57142857,90.5982906,0
8473503,20182019,James Reimer,G,29,"6' 3""",205,1805:11:00,,,,,36,,,,,,,,,,,,,,,,,,50:08:00,,,,5,0,13,12,836,93,30,713,33,785,111,0.899892,3.091099,29,929,93,83.78378378,90.90909091,90.82802548,0
8474636,20182019,Michael Hutchinson,G,27,"6' 3""",201,496:10:00,,,,,9,,,,,,,,,,,,,,,,,,55:07:00,,,,2,1,3,4,212,26,5,181,6,201,32,0.887029,3.265032,8,239,27,81.25,83.33333333,90.04975124,0
8478470,20182019,Sam Montembeault,G,21,"6' 3""",214,591:24:00,,,,,11,,,,,,,,,,,,,,,,,,53:45:00,,,,2,0,4,3,252,22,11,219,11,244,27,0.893617,3.043625,10,282,30,81.48148148,100,89.75409836,0
8470619,20192020,Brian Boyle,C,34,"6' 6""",245,482:38:00,9,6,17,56,39,65,1,1,34:35:00,427:58:00,17,52.39,10.7,1,0,0,0,20:05,34,-5,15,641,12:22,10:58,0:30,0:53,,,,,,,,,,,,,,,,,,,,
8471735,20192020,Keith Yandle,D,32,"6' 1""",192,1359:04:00,40,5,20,129,69,18,2,21,255:42:00,1099:31:00,20,0,3.9,0,0,0,0,3:51,51,0,45,1506,19:41,15:56,0:03,3:42,,,,,,,,,,,,,,,,,,,,
8471873,20192020,Anton Stralman,D,32,"5' 11""",193,1453:31:00,14,5,14,89,69,68,0,0,5:55,1275:40:00,14,0,5.6,3,0,0,1,171:56:00,96,-6,19,1785,21:03,18:29,2:29,0:05,,,,,,,,,,,,,,,,,,,,
8474098,20192020,Colton Sceviour,C,29,"6' 0""",190,913:58:00,10,6,6,114,69,91,0,0,1:23,740:03:00,6,43.91,5.3,0,0,0,0,172:32:00,72,2,16,1267,13:14,10:43,2:30,0:01,,,,,,,,,,,,,,,,,,,,
8474149,20192020,Evgenii Dadonov,RW,29,"5' 11""",189,1180:16:00,22,25,10,167,69,29,11,17,230:33:00,948:59:00,10,0,15,2,0,0,0,0:44,24,-7,47,1399,17:06,13:45,0:00,3:20,,,,,,,,,,,,,,,,,,,,
8474884,20192020,Mike Hoffman,LW,29,"6' 0""",190,1161:48:00,30,29,28,214,69,33,11,21,252:23:00,907:47:00,28,46.66,13.6,3,0,0,0,1:38,22,-5,59,1357,16:50,13:09,0:01,3:39,,,,,,,,,,,,,,,,,,,,
8475287,20192020,Erik Haula,LW,27,"5' 11""",191,759:52:00,12,12,22,92,48,27,4,8,110:23:00,612:35:00,22,54.11,13,2,0,0,0,36:54:00,15,1,24,973,15:49,12:45,0:46,2:17,,,,,,,,,,,,,,,,,,,,
8475792,20192020,Brett Connolly,RW,26,"6' 3""",198,1000:06:00,14,19,26,117,69,56,4,6,90:06:00,909:23:00,26,35.29,16.2,3,0,0,0,0:37,17,-3,33,1263,14:29,13:10,0:00,1:18,,,,,,,,,,,,,,,,,,,,
8475796,20192020,Mark Pysyk,D,27,"6' 1""",205,739:35:00,9,9,20,64,58,47,0,0,0:35,703:35:00,20,50,14.1,1,0,0,0,35:25:00,38,4,18,997,12:45,12:07,0:36,0:00,,,,,,,,,,,,,,,,,,,,
8476389,20192020,Vincent Trocheck,C,25,"5' 11""",184,1036:59:00,27,11,49,141,62,101,1,7,122:21:00,882:29:00,49,52.16,7.8,2,1,1,1,32:09:00,37,-8,38,1286,16:43,14:14,0:31,1:58,,,,,,,,,,,,,,,,,,,,
8476456,20192020,Jonathan Huberdeau,C,25,"6' 1""",200,1295:13:00,55,23,30,152,69,51,5,29,246:26:00,1047:09:00,30,39.34,15.1,3,1,0,0,1:38,26,5,78,1490,18:46,15:10,0:01,3:34,,,,,,,,,,,,,,,,,,,,
8476875,20192020,Mike Matheson,D,24,"6' 2""",193,1064:06:00,12,8,14,104,59,44,1,2,12:24,980:02:00,14,0,7.7,1,0,0,0,71:40:00,53,-1,20,1268,18:02,16:36,1:12,0:12,,,,,,,,,,,,,,,,,,,,
8476952,20192020,Dominic Toninato,C,24,"6' 2""",191,512:32:00,7,4,37,38,46,57,0,0,4:50,487:41:00,37,47.05,10.5,0,0,0,0,20:01,28,4,11,711,11:08,10:36,0:26,0:06,,,,,,,,,,,,,,,,,,,,
8477346,20192020,MacKenzie Weegar,D,25,"6' 0""",206,905:15:00,11,7,33,77,45,76,0,0,9:18,815:15:00,33,0,9.1,1,0,0,0,80:42:00,71,6,18,1133,20:07,18:07,1:47,0:12,,,,,,,,,,,,,,,,,,,,
8477384,20192020,Josh Brown,D,25,"6' 5""",220,751:24:00,5,3,39,48,56,77,0,0,0:12,727:22:00,39,0,6.3,1,0,0,0,23:50,53,1,8,964,13:25,12:59,0:25,0:00,,,,,,,,,,,,,,,,,,,,
8477493,20192020,Aleksander Barkov,C,23,"6' 3""",215,1321:00:00,42,20,18,172,66,21,7,20,223:45:00,1023:46:00,18,54.28,11.6,2,0,0,1,73:29:00,35,2,62,1529,20:00,15:30,1:06,3:23,,,,,,,,,,,,,,,,,,,,
8477932,20192020,Aaron Ekblad,D,22,"6' 4""",215,1539:25:00,36,5,26,147,67,34,0,6,96:47:00,1306:29:00,26,0,3.4,1,1,0,1,136:09:00,84,12,41,1838,22:58,19:29,2:01,1:26,,,,,,,,,,,,,,,,,,,,
8477963,20192020,Jayce Hawryluk,RW,23,"5' 11""",196,288:26:00,7,3,16,26,26,65,0,0,3:49,284:13:00,16,33.33,11.5,0,0,0,0,0:24,9,1,10,409,11:05,10:55,0:00,0:08,,,,,,,,,,,,,,,,,,,,
8478027,20192020,Lucas Wallmark,C,23,"6' 0""",178,856:28:00,13,12,18,84,67,57,3,6,70:17:00,713:06:00,18,50.33,14.3,0,0,0,1,73:05:00,26,0,25,1222,12:46,10:38,1:05,1:02,,,,,,,,,,,,,,,,,,,,
8478211,20192020,Dryden Hunt,LW,23,"6' 0""",193,220:21:00,4,0,24,33,21,37,0,0,1:36,218:45:00,24,0,0,0,0,0,0,0:00,7,0,4,308,10:29,10:25,0:00,0:04,,,,,,,,,,,,,,,,,,,,
8478366,20192020,Frank Vatrano,RW,24,"5' 11""",197,1036:10:00,18,16,30,162,69,102,2,2,100:27:00,849:07:00,30,30,9.9,4,0,2,2,86:36:00,43,-8,34,1361,15:01,12:18,1:15,1:27,,,,,,,,,,,,,,,,,,,,
8478569,20192020,Noel Acciari,C,27,"5' 10""",209,1053:47:00,7,20,21,108,66,121,0,0,5:27,880:50:00,21,47.98,18.5,5,0,1,1,167:30:00,103,2,27,1429,15:57,13:20,2:32,0:04,,,,,,,,,,,,,,,,,,,,
8478839,20192020,Aleksi Saarela,C,22,"5' 10""",200,110:14:00,2,2,0,15,9,1,0,1,2:49,107:25:00,0,35.29,13.3,0,0,0,0,0:00,3,2,4,134,12:14,11:56,0:00,0:18,,,,,,,,,,,,,,,,,,,,
8478843,20192020,Denis Malgin,C,22,"5' 9""",182,527:35:00,8,4,14,50,44,35,1,1,39:24:00,479:29:00,14,39.87,8,0,0,0,1,8:42,16,-9,12,725,11:59,10:53,0:11,0:53,,,,,,,,,,,,,,,,,,,,
8479388,20192020,Riley Stillman,D,20,"6' 1""",196,650:02:00,5,0,14,39,34,59,0,0,1:30,567:50:00,14,0,0,0,0,0,0,80:42:00,57,-3,5,837,19:07,16:42,2:22,0:02,,,,,,,,,,,,,,,,,,,,
8479404,20192020,Henrik Borgstrom,C,21,"6' 3""",199,49:32:00,0,0,2,3,4,1,0,0,6:03,42:44:00,2,48.14,0,0,0,0,0,0:45,0,-2,0,69,12:23,10:41,0:11,1:30,,,,,,,,,,,,,,,,,,,,
8481442,20192020,Brady Keeper,D,22,"6' 2""",197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8475683,20192020,Sergei Bobrovsky,G,30,"6' 2""",182,2805:59:00,,,,,50,,,,,,,,,,,,,,,,,,56:07:00,,,,6,1,23,19,1354,190,48,1116,51,1236,218,0.9,3.2288,49,1505,151,87.1559633,94.11764706,90.29126214,0
8476904,20192020,Chris Driedger,G,24,"6' 4""",208,642:40:00,,,,,12,,,,,,,,,,,,,,,,,,53:33:00,,,,1,1,7,2,332,37,8,287,9,304,41,0.938,2.0539,11,354,22,90.24390244,88.88888889,94.40789474,0
8478470,20192020,Sam Montembeault,G,22,"6' 3""",214,700:45:00,,,,,14,,,,,,,,,,,,,,,,,,50:03:00,,,,1,0,5,5,317,38,10,269,10,300,46,0.89,3.3393,9,356,39,82.60869565,100,89.66666667,0
8471735,20202021,Keith Yandle,D,33,"6' 1""",192,965:32:00,24,3,38,113,56,18,1,18,249:10:00,714:14:00,38,0,2.7,1,0,0,0,2:08,27,-8,27,1153,17:14,12:45,0:02,4:26,,,,,,,,,,,,,,,,,,,,
8471873,20202021,Anton Stralman,D,33,"5' 11""",193,720:05:00,6,3,8,38,38,37,0,0,27:15:00,630:32:00,8,0,7.9,0,0,0,0,62:18:00,30,-1,9,950,18:56,16:35,1:38,0:43,,,,,,,,,,,,,,,,,,,,
8471887,20202021,Patric Hornqvist,RW,33,"5' 11""",189,738:28:00,18,14,39,145,44,80,8,12,180:27:00,557:39:00,39,14.28,9.7,2,0,0,0,0:22,23,-3,32,871,16:47,12:40,0:00,4:06,,,,,,,,,,,,,,,,,,,,
8475246,20202021,Kevin Connauton,D,29,"6' 2""",205,99:30:00,1,0,7,5,7,12,0,0,0:16,96:27:00,7,0,0,0,0,0,0,2:47,3,4,1,135,14:12,13:46,0:23,0:02,,,,,,,,,,,,,,,,,,,,
8475462,20202021,Radko Gudas,D,29,"6' 0""",208,948:45:00,9,2,40,84,54,250,0,0,2:46,839:42:00,40,0,2.4,1,0,0,0,106:17:00,72,6,11,1283,17:34,15:33,1:58,0:03,,,,,,,,,,,,,,,,,,,,
8475792,20202021,Brett Connolly,RW,27,"6' 3""",198,376:29:00,3,3,4,26,31,44,0,1,25:50:00,350:25:00,4,30.76,11.5,0,0,0,0,0:14,8,3,6,493,12:08,11:18,0:00,0:50,,,,,,,,,,,,,,,,,,,,
8476456,20202021,Jonathan Huberdeau,C,26,"6' 1""",200,1012:34:00,41,20,36,122,55,51,5,24,237:16:00,774:12:00,36,43.59,16.4,1,1,0,0,1:06,11,12,61,1166,18:24,14:04,0:01,4:18,,,,,,,,,,,,,,,,,,,,
8476994,20202021,Vinnie Hinostroza,C,25,"5' 10""",183,319:08:00,8,4,8,33,26,37,0,0,6:50,304:11:00,8,15,12.1,0,0,0,0,8:07,3,0,12,407,12:16,11:41,0:18,0:15,,,,,,,,,,,,,,,,,,,,
8477038,20202021,Nikita Gusev,LW,27,"5' 9""",163,444:55:00,6,4,2,72,31,4,0,2,80:43:00,364:12:00,2,0,5.6,0,0,0,0,0:00,1,-12,10,554,14:21,11:44,0:00,2:36,,,,,,,,,,,,,,,,,,,,
8477346,20202021,MacKenzie Weegar,D,26,"6' 0""",206,1194:16:00,30,6,45,101,54,118,0,3,22:49,1027:35:00,45,0,5.9,1,0,0,2,143:52:00,83,29,36,1513,22:06,19:01,2:39,0:25,,,,,,,,,,,,,,,,,,,,
8477407,20202021,Anthony Duclair,LW,24,"5' 11""",197,674:26:00,22,10,18,104,43,32,1,2,57:02:00,592:31:00,18,0,9.6,1,0,0,1,24:53:00,9,27,32,900,15:41,13:46,0:34,1:19,,,,,,,,,,,,,,,,,,,,
8477409,20202021,Carter Verhaeghe,C,24,"6' 2""",180,762:32:00,18,18,31,107,43,33,1,2,58:53:00,693:10:00,31,46.93,16.8,3,0,1,1,10:29,14,24,36,932,17:44,16:07,0:14,1:22,,,,,,,,,,,,,,,,,,,,
8477493,20202021,Aleksander Barkov,C,24,"6' 3""",215,1046:52:00,32,26,14,176,50,31,7,19,199:33:00,776:04:00,14,54.87,14.8,6,2,1,1,71:15:00,37,12,58,1208,20:56,15:31,1:25,3:59,,,,,,,,,,,,,,,,,,,,
8477505,20202021,Alex Wennberg,C,25,"6' 2""",190,1017:21:00,12,17,8,82,56,29,3,6,107:47:00,766:55:00,8,49.23,20.7,2,1,1,1,142:39:00,36,6,29,1290,18:10,13:41,2:32,1:55,,,,,,,,,,,,,,,,,,,,
8477932,20202021,Aaron Ekblad,D,23,"6' 4""",215,878:11:00,11,11,33,101,35,24,6,11,135:50:00,654:16:00,33,0,10.9,3,1,0,0,88:05:00,27,5,22,1018,25:05:00,18:41,2:31,3:52,,,,,,,,,,,,,,,,,,,,
8477935,20202021,Sam Bennett,C,23,"6' 1""",195,692:14:00,17,10,52,106,48,108,1,3,58:27:00,587:56:00,52,47.51,9.4,4,1,0,0,45:51:00,18,-2,27,938,14:25,12:14,0:57,1:13,,,,,,,,,,,,,,,,,,,,
8477986,20202021,Brandon Montour,D,25,"6' 0""",194,1024:18:00,11,7,40,94,50,54,0,1,26:14:00,911:01:00,40,0,7.4,0,0,2,2,87:03:00,62,-5,18,1190,20:29,18:13,1:44,0:31,,,,,,,,,,,,,,,,,,,,
8477996,20202021,Juho Lammikko,LW,24,"6' 2""",191,476:34:00,1,4,10,43,44,50,0,0,3:30,430:14:00,10,44.92,9.3,0,0,1,1,42:50:00,16,-8,5,713,10:49,9:46,0:58,0:04,,,,,,,,,,,,,,,,,,,,
8478027,20202021,Lucas Wallmark,C,24,"6' 0""",178,227:42:00,3,0,6,11,20,25,0,2,4:47,202:31:00,6,41.35,0,0,0,0,1,20:24,6,-4,3,319,11:23,10:07,1:01,0:14,,,,,,,,,,,,,,,,,,,,
8478055,20202021,Gustav Forsling,D,23,"6' 0""",186,857:33:00,12,5,8,94,43,30,1,4,19:35,730:56:00,8,0,5.3,0,0,0,0,107:02:00,42,17,17,1114,19:56,16:59,2:29,0:27,,,,,,,,,,,,,,,,,,,,
8478366,20202021,Frank Vatrano,RW,25,"5' 11""",197,812:55:00,8,18,26,158,56,69,2,4,87:41:00,718:36:00,26,20,11.4,7,3,0,0,6:38,21,8,26,1045,14:30,12:49,0:07,1:33,,,,,,,,,,,,,,,,,,,,
8478454,20202021,Noah Juulsen,D,22,"6' 2""",201,47:52:00,0,0,0,5,4,9,0,0,0:00,46:40:00,0,0,0,0,0,0,0,1:12,4,-3,0,71,11:58,11:40,0:18,0:00,,,,,,,,,,,,,,,,,,,,
8478569,20202021,Noel Acciari,C,28,"5' 10""",209,631:08:00,7,4,9,68,41,91,1,3,18:36,502:55:00,9,52.4,5.9,1,0,0,1,109:37:00,63,0,11,847,15:23,12:15,2:40,0:27,,,,,,,,,,,,,,,,,,,,
8478906,20202021,Markus Nutivaara,D,25,"6' 1""",187,479:16:00,10,0,12,45,30,35,0,0,15:12,454:25:00,12,0,0,0,0,0,0,9:39,13,1,10,655,15:58,15:08,0:19,0:30,,,,,,,,,,,,,,,,,,,,
8478975,20202021,Mason Marchment,LW,24,"6' 4""",210,466:29:00,8,2,18,50,33,73,0,0,28:45:00,436:09:00,18,38.23,4,0,0,0,0,1:35,8,4,10,611,14:08,13:13,0:02,0:52,,,,,,,,,,,,,,,,,,,,
8479066,20202021,Ryan Lomberg,LW,25,"5' 9""",187,330:25:00,2,2,67,47,34,90,0,0,1:21,313:58:00,67,0,4.3,0,0,0,0,15:06,10,-2,4,465,9:43,9:14,0:26,0:02,,,,,,,,,,,,,,,,,,,,
8479388,20202021,Riley Stillman,D,21,"6' 1""",196,322:39:00,0,1,16,29,21,51,0,0,0:16,300:13:00,16,0,3.4,0,0,0,0,22:10,29,5,1,413,15:21,14:17,1:03,0:00,,,,,,,,,,,,,,,,,,,,
8480015,20202021,Owen Tippett,RW,20,"6' 1""",207,516:39:00,11,7,6,86,45,59,2,3,35:08:00,481:26:00,6,66.66,8.1,2,0,0,0,0:05,5,-5,18,683,11:28,10:41,0:00,0:46,,,,,,,,,,,,,,,,,,,,
8480037,20202021,Aleksi Heponiemi,C,21,"5' 10""",155,110:08:00,1,1,2,15,9,0,0,0,1:28,107:22:00,2,0,6.7,1,1,0,0,1:18,1,1,2,150,12:14,11:55,0:08,0:09,,,,,,,,,,,,,,,,,,,,
8480185,20202021,Eetu Luostarinen,C,21,"6' 3""",190,578:01:00,5,3,12,34,44,55,0,0,1:35,483:20:00,12,47.99,8.8,1,0,0,0,93:06:00,25,-11,8,821,13:08,10:59,2:06,0:02,,,,,,,,,,,,,,,,,,,,
8480844,20202021,Grigori Denisenko,LW,19,"5' 11""",186,83:35:00,4,0,2,6,7,15,0,0,1:10,82:25:00,2,50,0,0,0,0,0,0:00,2,1,4,115,11:56,11:46,0:00,0:10,,,,,,,,,,,,,,,,,,,,
8481442,20202021,Brady Keeper,D,23,"6' 2""",197,9:28,0,0,0,0,1,1,0,0,2:16,7:12,0,0,0,0,0,0,0,0:00,0,0,0,12,9:28,7:12,0:00,2:16,,,,,,,,,,,,,,,,,,,,
8482641,20202021,Matt Kiersted,D,21,"6' 0""",181,106:12:00,0,0,2,6,7,1,0,0,3:47,99:24:00,2,0,0,0,0,0,0,3:01,10,-4,0,139,15:10,14:12,0:25,0:32,,,,,,,,,,,,,,,,,,,,
8475683,20202021,Sergei Bobrovsky,G,31,"6' 2""",182,1816:28:00,,,,,31,,,,,,,,,,,,,,,,,,58:35:00,,,,2,0,19,8,847,131,40,676,42,741,152,0.906,2.9067,30,935,88,86.18421053,95.23809524,91.22807018,0
8476904,20202021,Chris Driedger,G,25,"6' 4""",208,1361:36:00,,,,,23,,,,,,,,,,,,,,,,,,59:12:00,,,,3,3,14,6,593,81,18,494,19,529,92,0.927,2.0711,23,640,47,88.04347826,94.73684211,93.38374291,0
8481519,20202021,Spencer Knight,G,18,"6' 3""",192,206:54:00,,,,,4,,,,,,,,,,,,,,,,,,51:43:00,,,,0,0,4,0,91,7,3,81,3,87,9,0.919,2.32,3,99,8,77.77777778,100,93.10344828,0
8466138,20212022,Joe Thornton,C,41,"6' 4""",220,377:36:00,5,5,10,26,34,20,3,3,44:38:00,332:28:00,10,44,19.2,1,0,0,0,0:30,10,-10,10,520,11:06,9:46,0:00,1:18,,,,,,,,,,,,,,,,,,,,
8471887,20212022,Patric Hornqvist,RW,34,"5' 11""",189,823:34:00,17,11,19,165,65,112,3,7,137:27:00,686:01:00,19,38.09,6.7,0,0,0,0,0:06,23,-5,28,1097,12:40,10:33,0:00,2:06,,,,,,,,,,,,,,,,,,,,
8473512,20212022,Claude Giroux,RW,33,"5' 11""",190,1430:15:00,44,21,26,205,75,68,5,23,241:39:00,1127:05:00,26,60.28,10.2,0,0,0,0,61:31:00,16,-5,65,1864,19:04,15:01,0:49,3:13,,,,,,,,,,,,,,,,,,,,
8474610,20212022,Zac Dalpe,C,31,"6' 2""",197,6:08,0,0,0,0,1,2,0,0,0:00,6:08,0,25,0,0,0,0,0,0:00,1,-1,0,8,6:08,6:08,0:00,0:00,,,,,,,,,,,,,,,,,,,,
8475246,20212022,Kevin Connauton,D,30,"6' 2""",205,509:59:00,2,1,4,30,39,74,0,0,1:09,489:37:00,4,0,3.3,0,0,0,0,19:13,32,-3,3,707,13:04,12:33,0:29,0:01,,,,,,,,,,,,,,,,,,,,
8475279,20212022,Ben Chiarot,D,29,"6' 3""",232,1691:09:00,17,9,48,143,74,157,2,3,72:37:00,1399:06:00,48,0,6.3,1,1,0,1,219:26:00,130,-14,26,1912,22:51,18:54,2:57,0:58,,,,,,,,,,,,,,,,,,,,
8475462,20212022,Radko Gudas,D,30,"6' 0""",208,1387:12:00,13,3,105,100,77,355,0,0,2:46,1223:40:00,105,0,3,0,0,1,1,160:46:00,118,27,16,1961,18:00,15:53,2:05,0:02,,,,,,,,,,,,,,,,,,,,
8476456,20212022,Jonathan Huberdeau,C,27,"6' 1""",200,1553:58:00,85,30,54,222,80,99,5,38,295:08:00,1112:22:00,54,33.33,13.5,7,2,3,5,146:28:00,28,35,115,1839,19:25,13:54,1:49,3:41,,,,,,,,,,,,,,,,,,,,
8476989,20212022,Petteri Lindbohm,D,27,"6' 3""",198,126:30:00,1,0,5,9,9,25,0,0,0:00,123:41:00,5,0,0,0,0,0,0,2:49,8,0,1,172,14:03,13:44,0:18,0:00,,,,,,,,,,,,,,,,,,,,
8477346,20212022,MacKenzie Weegar,D,27,"6' 0""",206,1869:48:00,36,8,81,203,80,179,1,3,53:01:00,1595:04:00,81,0,3.9,2,0,1,2,221:43:00,156,40,44,2372,23:22,19:56,2:46,0:39,,,,,,,,,,,,,,,,,,,,
8477407,20212022,Anthony Duclair,LW,25,"5' 11""",197,1109:45:00,27,31,30,167,74,38,9,21,188:45:00,912:33:00,30,50,18.6,5,1,0,0,8:27,16,19,58,1369,14:59,12:19,0:06,2:33,,,,,,,,,,,,,,,,,,,,
8477409,20212022,Carter Verhaeghe,C,25,"6' 2""",180,1252:08:00,31,24,48,167,78,50,0,3,85:31:00,1143:03:00,48,65.51,14.4,4,1,0,0,23:34,16,24,55,1582,16:03,14:39,0:18,1:05,,,,,,,,,,,,,,,,,,,,
